text,rate
"









  
  
    
  Like the name suggests, these are basic wood pencils. The box in which they are displayed is not a wooden box container but a cardboard box. For this reason, you should open the box carefully since this container cardboard box is the best way to store the pencils. The pencils are good quality and sharpen without the graphite breaking. In the past, I have had problems with graphite or lead breakage when sharpening some pencils. I was glad to see that these basic pencils weren't of poor quality. Although they are already sharpened, you should obtain a pencil sharpener if you haven't already unless it is your plan to throw away a pencil that has become dull and then reach for a sharp one. I know I am stating the obvious but it is easy to overlook little details like that in a world where pencils are much less central to our lives.

  
",4.0 out of 5 stars
"









  
  
    
  150 pencils is a lot of pencils... About 14 dozen, which makes this perfect for back to school shopping. A school year supply for a very modest price and you don't even need to sharpen them. This makes them perfect for the classroom, since you can just grab and go without needing to distract everyone with sharpening. Inside the box there's a foam sheet and a cardboard sheet on the sharpened side to keep the leads from breaking during shipping and it seems to work, since despite a very abstract sketch indicating a rough shipping... every pencil was intact. The erasers are good, not as nice as some high polymer erasers, but better than most cheap pencils. They erase cleanly without tearing, but someone who is error prone or is slightly heavy handed will burn through it way before the pencil is finished.

  
",5.0 out of 5 stars
"









  
  
    
  These pencils are great replacements for the smaller packs I usually get. The lead is very standard, maybe a bit darker than some brands of #2 pencils I have tried. I'm an artist and I draw incessantly. My favorite pencil is the #2 for ease of restocking and cost. I can get a great line out of these while still being able to sock in a great shadow texture. I like the fact that these are on the darker side of the value range (warning: I am a pencil connoisseur–most people will not be able to tell the difference between the lighter brands).I also like the fact that the pencils are pre-sharpened. I dislike having to sharpen the entire pack with my mechanical sharpener the first thing. These pencils allow me to dive right in and sharpen as I go. Nice.

  
",5.0 out of 5 stars
"









  
  
    
  This box of pres-sharpened #2 pencils is about as convenient as convenient can get.  While I don't mind sharpening pencils, sharpening them for the first time is more labor intensive than I'd like, since I'm kind of old fashioned and don't have an electric pencil sharpener.  The pencils appear to be of the highest quality and the price is right, too.  Definitely recommended.

  
",5.0 out of 5 stars
"









  
  
    
  Not much to be said about simple, #2 hard pencils, except to say that they are perfectly adequate.  There is nothing bad about these pencils that would cause me to choose another batch of 30 over these AmazonBasics, except price.  So I suggest you do some comparison shopping to find your best deal. If these are comparably priced, I would not hesitate to get these.In fact, these are conveniently packaged in a plain kraft box that protects them from breakage.  They are pre-sharpened, which is a convenience.  The points are protected inside the box by a piece of Styrofoam.What is important to me, and what I immediately look for when choosing pencils:  The eraser works!  It is soft enough to do its job and not so hard that it leaves a mark on white paper.  That is a major plus in my book.  I will chose a pencil with a good eraser over a ""pretty"" pencil shaft any day!These pencils are full length.I have not found any with broken leads inside the shaft.

  
",5.0 out of 5 stars
"









  
  
    
  Each pencil was perfectly sharpened and a delight to use. No more dull pencil points for my family. Quiteeconomical for the whole box

  
",5.0 out of 5 stars
"









  
  
    
  Amazing! I am forever changed. Never again do I have to worry about running out of ink, or accidentally knocking it over. And that pink thing at the end? Absolutely magical. I can write something, and then make it disappear! Made a mistake? Not any more! The one issue I have is that after writing for a while the point gets too stubby, but these are so cheap for what they can do I have no problem buying more. Heaven bless the genius who developed these!!!

  
",5.0 out of 5 stars
"









  
  
    
  Just what you'd expect: A box of nice standard pencils. Pre-sharpened to a good point. They write well, and all the leads are centered so re-sharpening them is easy too. If you are wondering - yes, I've had pencils where the lead wasn't in the exact center so when I sharpened them half my writing surface was wood. So, I appreciate the fact that the lead in these is centered in the wood.

  
",5.0 out of 5 stars
"









  
  
    
  These are nice pencils, good quality. We use them in our homeschooling.  They come pre-sharpened, which saves me a ton of time because when it comes to sharpening pencils in our house, my children flee and leave that task to me. It's so convenient to just pop another pencil out of the box and worry about sharpening the dull ones at a more convenient time.

  
",5.0 out of 5 stars
"









  
  
    
  My family bought these for my classroom . The lead falls out of the pencils so fast the pencil has to be sharpened multiple times in a class period. I would not buy again or recommend to anyone .

  
",1.0 out of 5 stars
"









  
  
    
  Decent pencils for the price. I like this set because it’s presharpened and inexpensive.The eraser works pretty well, and the pencils sharpen pretty well.Overall, a good purchase for the classroom.

  
",4.0 out of 5 stars
"









  
  
    
  These are great, solid pencils.  I was concerned that the inner core wouldn't be the hard, crisp wood and that these would be that soft, pliable kind, but these are good ole' standard #2 pencils.  The erasers are good quality and erase well.  I like that these arrive in the box resharpened, because really, who wants to sharpen 100+ pencils?  The tips are sharp, but short. I personally like the really long pointy sharp tips (that tend to snap when you press too hard), but these aren't like that, which is actually a good thing, making it less likely to snap or crumble with too much pressure.  This is a must-have item for any teacher.  I gave these as a gift to my daughter's 5th grade teacher.

  
",5.0 out of 5 stars
"









  
  
    
  These are good pencils. The graphite provides a clean, smooth line- no grittiness at all. The wood is tight and doesn't come apart with successive sharpening. I find them great both for drawing and writing. When I draw, they smear and blend as they should for nice gradations and smooth grays.  The erasers are okay, if a bit harsh.

  
",5.0 out of 5 stars
"









  
  
    
  These lasted all throughout the school last year for my 9 year old and for those she shared with. Seems to be good quality would buy again and recommend to others

  
",5.0 out of 5 stars
"









  
  
    
  These pencils are amazing! I love them! They hold up in the classroom and have nice erasers and lead.

  
",5.0 out of 5 stars
"









  
  
    
  nice sized box of #2 pencils, pre-sharpened. Easy to re-sharpen (does not fray or easily break) erasers are good quality and cleanly remove marks with no smearing.

  
",5.0 out of 5 stars
"









  
  
    
  The pencils arrived pre-sharpened and in good condition. The box was carefully packed in thick cardboard and further packed in another box. The number 2 pencils are similar to the store brand ones you find in office supply stores.  Overall, they are what I'd expected and are reasonable value.

  
",4.0 out of 5 stars
"
   for those asking how these are sharpened.

  
",5.0 out of 5 stars
"









  
  
    
  These pencils are useless because it’s hard to sharpen them.As a teacher it’s very frustrated. I don’t recommend to buy them. Sorry Amazon, it’s not a good product.

  
",1.0 out of 5 stars
"









  
  
    
  These are perfect for my classroom! I am constantly giving out new pencils to students, it's beyond convenient to have them already sharpened. This eliminates the excuse to sharpen for ten minutes! They write well and seem well made. The eraser works well, and the entire pencil is sturdy.

  
",5.0 out of 5 stars
"









  
  
    
  Excellent pencils. You would think that all pencils are equal, but they actually are not! Some on the market now have poor paint and bad leads. These are great. They write well and arrived perfectly sharpened, with padding on the end to stop breakage during transport.Very satisfied.

  
",5.0 out of 5 stars
"









  
  
    
  We go through so many pencils in my classroom. This product is ideal for stocking the classroom with already sharp pencils--saves me a tremendous amount of time standing at the sharpener. This is a great way to be prepared in any classroom at very little cost! Recommended.

  
",5.0 out of 5 stars
"









  
  
    
  I would say good for using as pencil fight?

  
",3.0 out of 5 stars
"









  
  
    
  I ordered these for a teachers classroom and was very impressed! I will be purchasing again.

  
",5.0 out of 5 stars
"









  
  
    
  Love bulk and they write well

  
",5.0 out of 5 stars
"









  
  
    
  These are junk. I bought them for my classroom and the erasers fell out on the first use. Then I was left with sharp, empty, metal eraser holders. Not ideal.

  
",1.0 out of 5 stars
"









  
  
    
  perfect product and transaction.

  
",5.0 out of 5 stars
"









  
  
    
  What's not to love? Pre-sharpened pencils at the ready!I have these for use at home, not school.150 is practically a lifetime supply of pencils!

  
",5.0 out of 5 stars
"









  
  
    
  Great value for all of the pencils.  They come sharpened and very well.

  
",5.0 out of 5 stars
"









  
  
    
  Exactly what you would expect from a box of traditional wooden pencils. Pre-sharpened, well packed and well made. If you like the pencils you took to school in 1960, you can still buy ones like them :).

  
",4.0 out of 5 stars
"









  
  
    
  Great quality. Good thing i didn't follow all the horrible reviews they are full of sh**

  
",5.0 out of 5 stars
"









  
  
    
  This is a good deal on pencils, but they do seem to be a bit on the cheap side. I'm a teacher, so this is a great way to get pencils, but there are other affordable brands that are better quality.

  
",4.0 out of 5 stars
"









  
  
    
  These pencils are top notch quality! The erasers work great, the pencils write and feel smooth.

  
",5.0 out of 5 stars
"









  
  
    
  Has a good graphite consistency its a good No2 pencil! None came broken and all sharp!

  
",5.0 out of 5 stars
"









  
  
    
  Great price- fast delivery- will purchase larger box next time!

  
",5.0 out of 5 stars
"









  
  
    
  Good value gift to classroom, this is Back to School gift .

  
",5.0 out of 5 stars
"









  
  
    
  Break easily. Parents, please buy pencils that last longer and do not break so easily when sharpening.  It’s hard enough for them to write during lessons. Time & money are precious so don’t waste them.

  
",1.0 out of 5 stars
"









  
  
    
  What is there to not like. they work and write.

  
",5.0 out of 5 stars
"









  
  
    
  They are just pencils but they are all sharpened and work well.  It is great...I received this item for my honest opinion and was not compensated.

  
",4.0 out of 5 stars
"









  
  
    
  Please don’t waste your money on this amazon pencil. Stick to the original pencil ticonderoga, best in the world.

  
",1.0 out of 5 stars
"









  
  
    
  Thank goodness these pencils arrive already sharpened. They are a beast to sharpen, break easily, and the wood they are constructed of is very soft. My kids complain about how difficult it is to write with and sharpen these pencils, and I agree. We will not be buying these again.

  
",2.0 out of 5 stars
"









  
  
    
  Cheap and works best

  
",5.0 out of 5 stars
"









  
  
    
  Quality pencils. Very smooth and writes well. Even after several sharpening, so far no broken leads. Eraser also works well for adult use, kids may go through it quickly.

  
",5.0 out of 5 stars
"









  
  
    
  Great deal for teachers who have to buy pencils for student use.

  
",5.0 out of 5 stars
"









  
  
    
  Quality Pencils that arrive presharpened. Great to keep on hand for school aged kids. I think they write pretty smoothly and erase cleanly.

  
",5.0 out of 5 stars
"









  
  
    
  Purchased these as a service project for an elementary class we adopted. They’ll be perfect for them

  
",5.0 out of 5 stars
"









  
  
    
  great amount and great amount, give to kids to sharpen, keeps them busy for a whilegreat price

  
",5.0 out of 5 stars
"









  
  
    
  These pencils are only nice in that they’re cheap and come sharpened. Many pencils have the lead fall out. Others just don’t Re sharpen. They also easily have the eraser pulled out. Uncool!

  
",2.0 out of 5 stars
"









  
  
    
  Need a bunch of pencils and don't want to sharpen them?  Here's your answer!  It's a giant box of pre-sharpened pencils.  Simple as that.

  
",5.0 out of 5 stars
"









  
  
    
  Made in china. Not as good as when made in the USA.

  
",2.0 out of 5 stars
"









  
  
    
  As a teacher, these pencils are terrible. Broken lead inside means sharpening them constantly. Not worth the money you save.

  
",1.0 out of 5 stars
"









  
  
    
  Great pencils! Love that they are pre-sharpened! Worth the money!!

  
",5.0 out of 5 stars
"









  
  
    
  My students had to get up so often to sharpen these pencils, they would immediately break after sharpening. I know it wasn't my electric pencil sharpener because other pencils did not do this (Ticonderoga, Dixon, Office Depot). Yes, they were cheap, but I will not be repurchasing.

  
",2.0 out of 5 stars
"









  
  
    
  I love these. I especially love that they came sharpened. I will definitely order them again.

  
",5.0 out of 5 stars
"









  
  
    
  Bought for my classroom and students are often unsuccessful with manual wall-mount sharpener that works with other pencils.  I think wood quality is the issue as it seems very soft.

  
",1.0 out of 5 stars
"









  
  
    
  Save so much time sharpening pencils and these pencils are comparable to ticonderoga pencils

  
",5.0 out of 5 stars
"









  
  
    
  Pencils are top quality and do their job well. Write smooth and dark and erase well. Re-sharpen great. Would recommend.

  
",5.0 out of 5 stars
"









  
  
    
  These pencils are horrible. Do not buy them. They do not sharpen always break. I work in a school & they are the worst pencils I have ever dealt with. This is the 1st review I have ever written. I felt I had to bc these pencils are that bad. Waste of money.

  
",1.0 out of 5 stars
"









  
  
    
  I teach middle school English and I purchased them for my students. These are AWFUL and break constantly. Do yourself a favor and buy Ticonderoga instead.

  
",1.0 out of 5 stars
"









  
  
    
  Call me critical, but I believe half of a pencil's function is to erase or I would use a pen!The erasers are worthless on these pencils and at best, smudge the lines and marks.Now I have a whole box of crappy pencils.

  
",1.0 out of 5 stars
"









  
  
    
  This is a must if you have kids its so convenient because they come already sharpened. The best most appreciated  purchase

  
",5.0 out of 5 stars
"









  
  
    
  Well made and easily sharpened pencils.  Great value for teachers who go through pencils like water.: )

  
",5.0 out of 5 stars
"









  
  
    
  I only get one use out of these pencils before having to throw them away. You try to sharpen them and the lead breaks off.

  
",1.0 out of 5 stars
"









  
  
    
  This is a good product, great quality in build, and graphite quality is also good.

  
",4.0 out of 5 stars
"









  
  
    
  Get a lot for your money. Convenient to have in bulk when you have 3 children that go to school and continuously needs pencils.

  
",5.0 out of 5 stars
"









  
  
    
  Pencils so good my students refuse to return them!

  
",5.0 out of 5 stars
"









  
  
    
  some points were broken .. but all other than that decent item for price

  
",4.0 out of 5 stars
"









  
  
    
  30 pencils. Sharp. Write good.

  
",5.0 out of 5 stars
"









  
  
    
  Saves me from sharpening !

  
",5.0 out of 5 stars
"









  
  
    
  If you are using this pencil and you want to now sharpen it...the point keeps falling off.Would not recommend if you intent to sharpen this.

  
",2.0 out of 5 stars
"









  
  
    
  Very solid pencils. Well sharpened.

  
",5.0 out of 5 stars
"









  
  
    
  Great

  
",5.0 out of 5 stars
"









  
  
    
  Look, It's a great pencil I like this.

  
",3.0 out of 5 stars
"









  
  
    
  As a teacher, this is such a great deal. If the students are missing their writing utensil, this is a cheap way to replace, and I only need 3-4 boxes per year!

  
",5.0 out of 5 stars
"









  
  
    
  These are good pencils.  I need to be able to write with them and, if I make a mistake or change my mind, I need to be able to erase what I wrote.  These meet my two criteria and sharpened and ready to use right out of the box.

  
",4.0 out of 5 stars
"









  
  
    
  Great

  
",5.0 out of 5 stars
"









  
  
    
  I love it. Very good product. Good for the price.

  
",5.0 out of 5 stars
"









  
  
    
  Terrible quality. Cannot use in a sharpener without the lead breaking off. As a teacher, this was a waste of my money.

  
",1.0 out of 5 stars
"









  
  
    
  These pencils are like golf pencils - very short and quick to dull ""pre-sharpened"" pencils. I wouldn't recommend buying them as I would never repurchase. I made a mistake in buying these and will look for better quality next time.

  
",1.0 out of 5 stars
"









  
  
    
  I'm certainly not at risk of blowing a bunch of cash in a pencil shop, but, as a obsessive list-maker, I do enjoy a good pencil. My favorite is the dark, velvety but firm Mirado Black Warrior (a modest $2.49 locally for 8 pre-sharpened; or less, unsharpened).These pencils are just a standard #2, servicable but unremarkable, a decent pencil with a decent eraser. Hard enough to make a crisp line, soft enough to write easily. Not discouraging, but not as satisfying as my usual.I do think they write better freshly sharpened, but a whole box pre-sharpened is very handy, especially for groups.

  
",3.0 out of 5 stars
"









  
  
    
  Bought these for school ! I don’t know if anyone else has problems with pencils disappearing at school everyday but my daughter seems to lose her pencils everyday & it was hard to find pre-sharpened pencils that were affordable anywhere near where I live. These are affordable and a quality product and I love how they are pre-sharpened cause I don’t have time every morning to sharpen 2 pencils for school. Actually I’m getting ready to place another order but will be buying the larger box.

  
",5.0 out of 5 stars
"









  
  
    
  Wasn't going to write a review on pencils,  but then I remembered how I've not always had the best experience with them,  so I decided to write this review.These Amazon  ✏ are actually, surprisingly, really good. The end of the pencil around the lead doesn't crack or splinter and the eraser works well. It's not hard and cheap, so it doesn't stain or tear your paper. Great buy for my home office and my schoolwork.

  
",5.0 out of 5 stars
"









  
  
    
  I needed a large box of #2 pencils to last me the next ten or more years, a box that I could put into a shelf in my shop, and pull out a new pencil when I lost, broke or wore out the previous pencils.  These are perfect.  They come nicely sharpened (how nice is that?), and they arrived quickly and were well packaged.  As someone noted, maybe these aren't for pencil snobs (whoever those folks are), but these were perfect for my application.  Glad to give 'em five stars.

  
",5.0 out of 5 stars
"









  
  
    
  My son wanted more pencils for his classroom as they always seem to disappear. These were perfect, and the very best part is that they are ""pre-sharpened"". No more sitting in front of a pencil sharpener as a teacher trying to sharpen enough pencils for the day.

  
",5.0 out of 5 stars
"









  
  
    
  As a teacher, I go through hundreds of pencils every year. I cannot tell you how magical it is to have affordable presharpened pencils! Now I can cut down on the annoying sound of the sharpener!

  
",5.0 out of 5 stars
"









  
  
    
  Gave these to my son's teacher at the beginning of the year and she appreciated them. They sharpen well, write well, erase well, and are wallet friendly.

  
",5.0 out of 5 stars
"









  
  
    
  Thank you so much for saving me the trouble of sharpening all these. Oh my gosh! I will never buy unsharpened again!

  
",5.0 out of 5 stars
"









  
  
    
  As a teacher, I am constantly in need of pencils. These are great, I find myself using them more than the students! The erasers are nice and coming presharpened is nice!

  
",5.0 out of 5 stars
"









  
  
    
  Needed a box of pencils for work and these fit the bill! They look well made and should last me a very long time.

  
",5.0 out of 5 stars
"









  
  
    
  I love these pencils. I bought a box last year, and was so pleased, I decided to do the same again this year!

  
",5.0 out of 5 stars
"









  
  
    
  Fantastic.Affordable price and the fact that they are pre-sharpened eliminates  pencil drama in my classroom.

  
",5.0 out of 5 stars
"









  
  
    
  Wow, so many pencils, so many used - and pre-sharpened. Good value and perfect for OCC boxes.

  
",5.0 out of 5 stars
"









  
  
    
  I purchase these and give to the teachers at the beginning of the school year! Great deal!

  
",5.0 out of 5 stars
"









  
  
    
  Best deal for pencils the work great and I’ve always got a sharpened pencil when I need one

  
",5.0 out of 5 stars
"









  
  
    
  I love that my students aren't running to the pencil sharpener with these pre-sharpened pencils. A must have for any teacher!!

  
",5.0 out of 5 stars
"









  
  
    
  Real wood pencils, not like the plastic that looks like wood.  Good Value.

  
",5.0 out of 5 stars
"









  
  
    
  The product was exactly what I needed. Perfect packaging and great value.

  
",5.0 out of 5 stars
"









  
  
    
  Pencils...what can you say?They're fine, price was great.

  
",5.0 out of 5 stars
"









  
  
    
  I like the product it is being used in my preschool classroom.

  
",5.0 out of 5 stars
"









  
  
    
  This pencils are really good. Save my back to school.

  
",5.0 out of 5 stars
"









  
  
    
  Great purchase!  The teacher appreciated the donation.

  
",5.0 out of 5 stars
"









  
  
    
  Excellent for Christmas shoebox gifts.

  
",5.0 out of 5 stars
"









  
  
    
  I bought these for my students to use at the beginning of the school year! Great pencils!

  
",5.0 out of 5 stars
"









  
  
    
  These are great for my classroom! In a math class we go through lots of pencils and having them presharpened saves a ton of time!

  
",5.0 out of 5 stars
"









  
  
    
  I liked the fact that they came sharpened!

  
",5.0 out of 5 stars
"









  
  
    
  School accessories!

  
",5.0 out of 5 stars
"









  
  
    
  For school so never used.

  
",5.0 out of 5 stars
"









  
  
    
  packaged exactly how it is pictured.

  
",5.0 out of 5 stars
"









  
  
    
  Great quantity for the new school year ahead

  
",5.0 out of 5 stars
"









  
  
    
  Must have for the school year

  
",5.0 out of 5 stars
"









  
  
    
  Great product

  
",5.0 out of 5 stars
"









  
  
    
  Great for school

  
",5.0 out of 5 stars
"









  
  
    
  Kids use them for homeschool

  
",5.0 out of 5 stars
"









  
  
    
  Its a pencil, does what its supposed to do.

  
",5.0 out of 5 stars
"









  
  
    
  Correct tests

  
",5.0 out of 5 stars
"









  
  
    
  really good quality

  
",5.0 out of 5 stars
"









  
  
    
  Great pencils

  
",5.0 out of 5 stars
"









  
  
    
  Terrific product.

  
",5.0 out of 5 stars
"









  
  
    
  Great

  
",5.0 out of 5 stars
"









  
  
    
  Great one

  
",5.0 out of 5 stars
"









  
  
    
  Great back to school item for the kids.

  
",5.0 out of 5 stars
"









  
  
    
  Great quick shortcut for teachers!

  
",5.0 out of 5 stars
"









  
  
    
  GREAT~ITEM~THANKS~SO~MUCH

  
",5.0 out of 5 stars
"









  
  
    
  They must be good since my high school students stole them all.

  
",5.0 out of 5 stars
"









  
  
    
  Great price for these pencils.

  
",5.0 out of 5 stars
"









  
  
    
  As described

  
",5.0 out of 5 stars
"









  
  
    
  Nothing to dislike.

  
",5.0 out of 5 stars
"









  
  
    
  Cheap and large quantity！That's enough!

  
",5.0 out of 5 stars
"









  
  
    
  It works,I like it

  
",5.0 out of 5 stars
"









  
  
    
  This is a big box of pencils. I think I’m getting old

  
",3.0 out of 5 stars
"









  
  
    
  I was so glad to find these especially when schools ask for all these pencils in their school supplies, and im stuck at the store looking for all the pencils they want.

  
",5.0 out of 5 stars
"









  
  
    
  Really good pencils

  
",5.0 out of 5 stars
"









  
  
    
  A great addition for a teacher wish list.

  
",5.0 out of 5 stars
"









  
  
    
  It was not what i expected and I didn't get 30 pencils, in only got 15!

  
",5.0 out of 5 stars
"









  
    
  Ho preso queste matite come scorta per la scuola e per i miei disegni che faccio come hobby.Avevo letto delle recensioni contrastanti dove alcune dicevano che le matite si rompevano qusndo venivano temperate ed ero rimasta in dubbio. Però visto che mio figlio frequentera' la terza elementare ho voluto rischiare visto che non utilizzano più la matita come bene primario per scrivere.Ora che sono arrivate e le abbiamo provate e anche temperate posso dire che quanto mai non le ho scoperte prima! Avrei risparmiato un sacco di soldi calcolando la mole di matite che mio figlio ha utilizzato tra la prima e la seconda elementare.La matita ha un tratto ben marcato e non è per niente dura. Abbiamo privato a temperarla e non abbiamo avuto nessun problema. Ovvio che il temperino non deve avere la lama rovinata altrimenti qualsiasi matita si spacca.Davvero molto ma molto soddisfatta abbiamo matite per un bel po' di anni e ad un prezzo super vantaggioso.

  
  
",5.0 out of 5 stars
"









  
  
    
  Amazon Basic products are usually pretty dependable, but these were the most frustrating pencils I've ever purchased - the leads snapped 80% of the time I'd go to sharpen them, essentially making them all unusable. I even bought a new sharpener to make sure that wasn't the issue. I'm going to stick to Staedtlers from now on - the leads never break and they're worth the slight increase in price for the lesser hassle.

  
",2.0 out of 5 stars
"









  
  
    
  These pencil keep breaking up. Everytime you sharp it up, the nib will come out, then again sharp it, again the same. Disappointed with these Amazon Basics pencils.

  
",1.0 out of 5 stars
"









  
  
    
  I bought these thinking I wouldn't need to buy pencils for a long time. These are horrible. They look great when you first open the box, but when you need to sharpen them you will sharpen and sharpen and sharpen and never be able to use it because 1) the lead will snap off in the sharpener almost every time or 2) the pencil will be too ""slivery"".

  
",1.0 out of 5 stars
"









  
  
    
  I’m a teacher and due to budget cuts have resorted to buying my own pencils.  I bought these as I thought I could trust the amazon brand.  They are rubbish!  The lead on them keeps snapping so my students are spending more time sharpening their brand new pencils than they are writing.  I don’t know if I somehow got a bad batch, or if they were dropped on their way to me but I was really disappointed in this product.

  
",1.0 out of 5 stars
"









  
  
    
  Bought these at the start of lockdown and homeschooling 3 children and they have been perfect for our needs Writing with the 7 year old, scribbling with the 2 year old and homework for the 12 year old. So well used! Very handy rubber on the end too, for mistakes.Highly recommend, expect these to last us quite a while though.

  
",5.0 out of 5 stars
"









  
  
    
  I use and lose  a lot of pencils in my workshop.  These are great value

  
",5.0 out of 5 stars
"









  
  
    
  They are cheap and they write well enough but the wood & lead are of poor quality and do not sharpen evenly resulting in more broken leads than on a more expensive pencil.See picture of 2 amazon pencils vs a higher cost pencil sharpened with the same sharpener.

  
",2.0 out of 5 stars
"









  
  
    
  Firstly - these pencils are good pencils. Presharpened is nice and means ease of use right away. Bought these for the kids as they return back to school. The problem is that the box shown in the photo doesn't really match the box they come in. It doesn't open easily and is pretty dang small to be honest. But in the end the final product is what matters right?

  
",3.0 out of 5 stars
"









  
  
    
  These came in one box. All are sharpened. Direct easy to use. They are easily breakable but i paid under £5 for this so can't complain. But expected more from amazon products. I would pay bit extra and buy better quality.

  
",4.0 out of 5 stars
"









  
  
    
  I'm always searching for pencils in the workshop ... problem solved. Although I will have to buy another set for the house ... and the van ... and the ......They sharpen well too, no cheap wood here.

  
",5.0 out of 5 stars
"









  
  
    
  Nothing fancy about those pencils, but how fancy do pencils need to be? A big box of perfectly good pencils, at a great price.  No need to pay more, all you need is there.

  
",4.0 out of 5 stars
"









  
  
    
  With the move to home-schooling we needed to stock up on pencils and these were a great price without being in a ridiculously large quantity.  They came well packaged with no broken leads - they sharpen well and are good quality.

  
",5.0 out of 5 stars
"









  
  
    
  I bought these pencils for my son who is in elementary school. All pencils were broken inside and we had to keep shrapening and ran out of the box quickly. I will not purchase those again.

  
",1.0 out of 5 stars
"









  
  
    
  Good, pre-sharpened pencils that write/draw well.Very happy - please note: I'm only using these for basic note-taking and sketching during D&D games etc.I'm not sure how they'd hold up for those who need to do more 'serious' work with them... but they're great for my needs.

  
",5.0 out of 5 stars
"









  
  
    
  30 pre sharpened pencils, all with rubbers on the end.All work well and resharpen easily and well.Good value pack.

  
",5.0 out of 5 stars
"









  
  
    
  Excellent value for money during back to school time.  Plenty of pencils and reasonable quality and price.

  
",5.0 out of 5 stars
"









  
    
  Los compramos porque la niña parece que come lápices. Literalmente le duran un par de semanas en el cole, así que decidimos probar estos de la gama basics. La verdad es que escriben bien, no tienen nada que envidiarle a los de ""marca"" y con la caja que le hemos comprado tiene para pasar perfectamente todo el curso. A partir de ahora serán los que compremos siempre.

  
  
",5.0 out of 5 stars
"









  
  
    
  Item purchased for work colleagues, all now in use and everyone happy using same. GREAT value, excellent service and will return for more in due course. Quality made item.

  
",5.0 out of 5 stars
"









  
  
    
  Good pencils with a good rubber at the end. Why pay more....

  
",5.0 out of 5 stars
"









  
  
    
  Awefull pencil, looks good but that’s it. The pencil breaks every time you sharpen it so all the pencils are useless. DO NOT BUY. Spend a little more and get better quality ones. Shocking !

  
",1.0 out of 5 stars
"








  Your browser does not support HTML5 video.

   Circa 2 anni fa ho comprato il pacco di matite amazonbasics non temperate da 96 pezzi. Le abbiamo finite quasi tutte e considerato il consumo di matite che abbiamo in casa tra scuole, cruciverba e papà che ne usa una nuova quasi ogni volta che fa un lavoro murato o con il legno, ho deciso di provare queste ""nuove"" matite di Amazon. La differenza principale è che sono già temperate, ed ho avuto l'impressione che questo ne allunghi la vita. Il legno sembra rimasto lo stesso, non una qualità altissima, non legno di cedro puro e profumato, ma un legno comunque con cui non ho mai avuto problemi in due anni. Tra le foto ne ho aggiunta una in cui è possibile confrontare i tratti di diverse anche di matite. Queste amazonbasics, come le vecchie non temperate, hanno un tratto abbastanza marcato. Anche la gommina è rimasta la stessa, di qualità discreta, fa bene il suo lavoro. Per 0,1011 €/pezzo ( al mio acquisto, 15,17€ la scatola da 150 ) è in assoluto la confezione di matite più economica che io abbia trovato su Amazon, e sono delle buone matite.Mi rattrista un po' che il colore di queste già pretemperate sia un po' più spento di quello che già avevo prima ma diciamocelo, nonostante anche l'occhio voglia la sua parte, il colore non è un elemento essenziale. In più non è che sia brutto, è solo un pochino più scuro.AGGIORNAMENTO 31 agosto 2020 (un altro anno accademico sta per iniziare...)E noi non abbiamo ancora finito il pacco da 150, per fortuna. Voglio aggiungere questo pezzo perché con un anno in più di utilizzo di queste matite, io non ne ho ancora trovata una rotta ed inutilizzabile. Volevo quindi stressare quanto io mi stia trovando bene con le matite Amazonbasics. Ho aggiunto una foto di uno schemino veloce che avevo fatto mentre studiavo, scritto con queste matite. Ho aggiunto anche un video in cui calcando un po’ faccio uno scarabocchio e poi cerco di far sbavare la matita. Si vede per bene che la matita le prime volte che ci passo, non sbava. Sbava solo passando il pollice con più forza. Poi ho cancellato il ghirigoro per mostrare il funzionamento della gomma; si vede che non è una cancellazione perfettissima, ma la ritengo decisamente sufficiente per chiunque non stia facendo il disegno del progetto di uno shuttle spaziale (anche negli appunti ci sono dele cancellature, sfido a trovarle!).

  
  
",5.0 out of 5 stars
"









  
  
    
  A box of pencils. Hmm will see how they do once i start using them

  
",5.0 out of 5 stars
"









  
  
    
  Excellent quality and value with fast delivery too.  Thank you.

  
",5.0 out of 5 stars
"









  
  
    
  All broke within a few days. What a complete waste of money!

  
",1.0 out of 5 stars
"









  
  
    
  A box of 150 pencils will last me my entire lifetime :D

  
",4.0 out of 5 stars
"









  
  
    
  Great for the kids now they’re back to school, I have replacements for all the vanishing pencils....

  
",5.0 out of 5 stars
"









  
  
    
  Nice writing pencils, arrived quickly great for school

  
",5.0 out of 5 stars
"









  
  
    
  Useless product, can’t sharpen them. Keeps breaking and led inside is loose.

  
",1.0 out of 5 stars
"









  
  
    
  Really good value. Bought for home use, so I hope it will be a while before I am asked if there are any pencils.

  
",5.0 out of 5 stars
"









  
  
    
  I got the pack of pencils for my daughter for school but she said that the pencils keep breaking so not very good pencils

  
",1.0 out of 5 stars
"









  
  
    
  Perfect pencils, and the rubber works, not like some of those fake plastic runners that smear the lead around.. great..

  
",5.0 out of 5 stars
"









  
  
    
  The tip of the pencils are easily broken and each time we try to sharpen we lose a great deal of the pencil due to lack of quality.

  
",1.0 out of 5 stars
"









  
  
    
  Good for a joiner at work

  
",5.0 out of 5 stars
"









  
  
    
  It's a box of pencils

  
",5.0 out of 5 stars
"









  
  
    
  Cheap and good quality products.

  
",5.0 out of 5 stars
